31.4057,25.2827,27.6296,25.0763,35.6963,35.9387,26.5382,28.4367,36.0022,32.0851,34.4265,29.1624,28.8315,32.5008,24.1998,26.8276,25.951,24.5696,31.8324,33.4445,34.6182,31.1097,29.5821,28.1562,26.5529,30.4796,34.8113,35.3798,47.9502,43.1994,44.17,53.0376,45.2169,48.519,44.6786,50.8273,52.1361,44.2174,52.5165,54.0078,48.3662,45.38,45.9356,51.2816,50.7443,46.6462,43.9354,43.0713,48.1833,44.5527,52.7787,53.0626,52.7824,48.1419,47.6909,46.2305,46.4262,42.1283,48.7797,45.5261
32.6594,24.679,29.9574,34.71,34.8073,33.8411,25.9011,30.574,30.4399,29.6056,28.8796,31.4777,32.1728,29.5263,30.6125,31.4087,24.2512,31.8232,33.1522,28.0479,46.8552,45.1847,43.6563,44.3996,45.8626,47.8772,48.3971,40.0653,40.6007,48.1596,40.2151,43.5851,41.7204,43.6284,39.9555,41.7604,43.0894,39.4554,41.6998,41.6131,49.8256,44.0041,39.4462,45.9952,44.6864,44.8248,40.4678,45.1025,39.087,43.6141,46.1648,45.3382,48.1812,42.2231,47.42,42.641,40.0264,46.2647,39.3397,45.9379
27.8106,28.7548,32.4325,33.3079,26.9826,27.1544,34.3736,33.2675,30.177,31.3139,32.1122,35.5571,30.5192,27.479,31.665,25.5846,31.3213,24.8273,26.3755,26.8768,29.5542,28.3369,31.6778,41.9277,44.4972,38.6863,44.8978,46.4328,39.8577,40.2922,46.1152,45.1934,46.9825,48.9556,37.8626,42.1437,39.2709,38.4667,37.7642,41.0806,45.8996,46.2628,45.9477,47.2436,40.3002,46.225,43.1025,44.5637,46.009,47.775,43.6467,48.2388,40.6087,42.6111,40.4372,49.5075,38.687,40.1133,44.445,48.5282
34.8051,27.8044,28.9207,34.0835,32.1853,30.1462,26.5312,26.9892,25.1134,24.9548,34.5814,32.9546,26.601,30.2398,26.4512,31.5618,31.7237,24.6581,24.1076,28.9505,48.4057,50.3733,50.9208,45.6215,55.4924,52.8374,55.5783,46.667,46.3412,53.4238,52.5608,52.3695,48.611,44.7229,47.9838,50.6186,49.8504,47.9926,44.4001,45.3486,45.5928,48.6033,55.4828,44.0755,54.1917,55.3076,50.0421,52.8785,49.1424,46.0732,55.8739,49.1277,54.4373,50.5275,46.2884,52.6626,52.8689,47.5138,44.3847,49.1167
32.8617,35.7793,31.8504,25.3539,32.9183,35.7459,35.6089,27.0046,25.7806,26.1369,29.5799,28.0376,29.5869,30.5016,28.1029,25.2779,24.585,33.482,30.3492,35.5762,31.4391,30.1781,30.1542,25.7054,34.255,35.9633,40.6107,44.1867,49.4177,49.4831,45.7415,50.7235,50.9993,45.1124,46.3826,48.0711,43.2102,49.182,51.0085,46.7003,49.4056,49.9421,46.2714,45.9291,43.3869,48.2731,52.0991,44.6185,51.1848,48.6502,42.0061,47.0969,50.5616,43.2686,52.3837,43.6303,43.1328,43.8558,40.4403,47.0411
29.126,28.2653,32.4141,35.238,35.3552,32.5456,32.5742,26.7993,27.5077,25.8706,26.9859,36.0084,35.075,28.4702,31.958,29.6203,32.5301,29.4312,35.863,25.2037,25.131,41.3258,44.0285,50.9242,41.4135,42.3331,50.5125,46.4088,48.2446,48.0239,45.0659,46.1323,44.142,46.9501,40.6057,45.5429,42.437,42.2034,49.0131,47.8065,43.5555,44.8503,42.1722,43.8071,48.3874,41.3456,51.2286,46.7915,40.0908,43.6069,41.9405,40.6409,44.5121,47.6397,40.3042,43.7057,48.4873,45.4893,50.0711,50.9197
25.4781,24.1241,24.3562,29.2685,33.3975,31.8119,24.5835,26.9884,32.7428,32.9715,33.2249,31.8482,25.1997,25.113,31.9977,25.5427,26.4431,24.7917,27.1772,31.9984,48.4216,37.6878,38.2427,44.3191,41.8514,47.4658,37.888,45.1464,44.7091,45.081,44.0774,48.8605,40.919,40.4372,39.7997,38.3198,39.7468,41.9589,41.5242,49.4583,44.3734,38.0646,47.9971,43.6236,39.2937,42.4911,38.1333,41.7493,46.5518,41.4019,46.9579,48.4485,42.1176,47.2234,41.7136,46.1596,47.1397,48.9952,48.2351,44.6929
24.0118,28.577,29.884,31.2416,34.9487,31.9286,24.6452,29.5245,29.155,31.2151,29.2957,31.0088,29.8428,27.8518,24.9742,33.8319,31.4204,30.0441,30.8336,35.7492,25.3962,30.7186,27.3468,31.0693,35.1499,31.0745,31.557,33.0879,26.063,46.6405,43.0571,49.8867,50.5782,46.9548,50.974,51.8502,51.3332,50.1617,44.9858,46.9085,50.5741,51.2693,44.5389,53.557,45.0912,53.4953,53.1953,51.552,46.0797,45.5179,44.1492,44.9094,48.0756,42.0183,44.667,44.7405,45.862,52.52,50.5822,44.4911
31.7502,24.3823,28.5432,31.8552,34.4834,31.676,34.9439,28.4224,32.5654,28.9806,35.2167,30.1972,33.8687,34.1661,25.7711,24.2431,34.0115,27.5033,26.0348,29.4426,43.8283,49.8462,42.7119,47.3782,41.5372,46.4271,52.1909,44.0508,40.2339,48.4927,50.3262,40.2453,44.9975,50.4257,43.1636,44.2223,42.0964,42.2154,51.9067,48.9473,45.3551,46.3437,51.8884,42.1974,43.269,43.298,41.1112,49.1247,41.2816,44.7922,50.7132,48.2151,50.6853,50.3508,48.099,40.7851,50.0993,50.0684,50.4856,42.7567
27.1019,25.8456,31.351,32.4152,34.4551,25.2298,30.4671,26.9304,28.0585,26.1332,30.2758,32.5676,30.2963,27.4276,34.6391,30.2949,30.3474,30.6757,29.2869,25.4924,53.2196,49.2988,44.2319,52.8997,55.1133,52.2784,54.7406,43.3359,53.759,50.9887,48.2743,52.5905,47.5204,43.8823,54.8607,52.7958,47.6683,51.7011,47.1601,51.4066,44.9572,44.7713,51.7761,53.5762,51.8065,52.6085,50.58,52.8502,47.4913,47.0786,43.9374,53.5663,44.8095,50.7309,52.1032,50.1258,45.4746,49.5265,53.6522,50.757
27.0784,35.7051,35.2744,32.3616,35.8245,28.754,35.4242,30.6882,29.9721,26.3083,32.0024,32.828,24.7322,35.881,29.5531,34.1569,25.0062,27.5672,25.0088,27.4089,35.816,30.6063,32.3744,32.4086,51.9483,48.116,47.7043,48.7024,52.0294,48.3668,42.7685,48.0686,51.8642,43.8033,45.2417,45.1811,50.0545,47.206,45.1786,50.8708,53.0797,48.5669,50.3295,42.5247,48.6418,42.4105,41.7785,44.5356,42.5831,44.8951,44.4786,44.5414,46.9423,52.9298,46.8366,49.6675,45.097,47.9749,50.9891,51.5094
